Date,AIEG,AIESH,Gaselwest,IMEA,IVEG,IVEKA,Imewo,Infrax West,Inter-Energa,Intergem,Iverlek,Ores Brabant wallon,Ores Est,Ores Hainaut,Ores Luxembourg,Ores Mouscron,Ores Namur,Ores Verviers,PBE,Regie de Wavre,Resa,Sibelga,Sibelgas
2017-12-02,143.39,200.81,173.95,120.83,118.64,114.87,152.43,179.62,107.48,120.55,118.71,120.72,133.29,126.82,272.1,180.13,147.02,114.86,117.2,122.3,120.33,119.915,119.91
2017-12-03,50.7,53.23,71.17,48.45,48,48.57,60.88,73.7,49.95,48.51,47.76,47.69,43.68,48.37,36.93,70.03,48.18,47.14,48.4,47.3,47.08,47.98,48.03
2017-12-04,214.89,209.27,278.76,261.2,258.05,247.2,282.17,271.87,211.37,269.16,260.24,262.62,105.1,263.73,67.56,288.66,212.49,159.26,241.22,272.36,191.16,264.475,263.25
2017-12-05,49.64,53.37,61.45,45.29,45.13,45.65,55.39,60.29,47.11,47.6,46.13,49.06,54.7,59.54,47.1,62.85,48.37,52.06,46.77,48.03,49.38,46.005,45.71
2017-12-06,84.2,84.57,94.8,105.98,108.29,109,98.99,97.58,98.2,101.42,102.16,89.74,105.86,83.47,107.89,94.05,85.64,92.18,97.42,91.88,86.58,101.54,102.06
2017-12-07,78.37,74.54,58.53,49,49.18,56.73,53.32,59.37,79.58,49.04,54.29,64.6,133.47,62.94,77.25,58.01,75.68,118.53,65.42,62.15,91.05,51.015,50.45
2017-12-08,254.86,270.24,334.57,267.16,268.1,264.18,322.6,328.16,240.43,278.9,271.61,277.75,179.2,307.01,142.35,338.65,262.61,193.7,268.24,277.48,218.58,268.705,267.67
2017-12-09,181.29,259.45,395,223.22,221.32,195.81,347.62,377.97,152.15,254.2,220.34,221.28,106.64,316.27,94.69,408.77,172.93,124.88,189.16,221.41,135.42,230.375,227.43
2017-12-10,24.11,33.8,20.62,10.53,9.23,9.28,14.82,17.69,11.07,12.57,12.27,18.98,28.45,27.45,36.42,22.83,25.61,19.48,14.16,17.68,17.05,12.085,11.82
2017-12-11,32.09,37.51,3.07,1.38,2.06,7.44,3.07,2.32,24.84,2.67,5.4,9.24,41.87,11.01,48.18,4.31,26.14,35.09,15.67,7.02,34.03,3.225,3.05
2017-12-12,89.42,123.61,124.37,13.8,17.6,26.58,70.89,127.47,67.37,20.07,22.56,32.6,113.92,50.17,99.18,111.48,76.68,98.98,44.28,27.39,89.41,17.065,16.89
2017-12-13,55.01,48.68,69.77,42.75,42.02,42.52,60.7,69.81,47.59,46.6,45.65,53.28,48.75,60.79,25.97,70.53,49.8,54.94,48.06,52.54,53.18,45.08,44.54
2017-12-14,140.37,125.98,251.97,203.42,202.72,186.32,243.68,259.7,140.01,207.9,194.37,174.06,92.12,151.1,75.1,235.5,133,107.14,167.59,180.86,117.99,198.89,199.23
2017-12-15,127.96,136.39,159.77,134.15,131.09,129.26,150.41,155.31,120.98,139.84,136.72,147.44,133.43,157.01,89.35,162.66,132.48,132.04,132.93,147.21,123.73,137.2,136.21
2017-12-16,232.38,209.2,239.07,211.96,218.2,243.37,206.69,242.45,266.15,198.14,221.66,229.36,193.71,210.12,117.07,238.81,235.78,230.79,244.82,240.41,235.12,208,208.73
2017-12-17,338.15,339.59,381.91,327.16,334.45,353.98,360.46,374.64,310.16,325.19,343.66,363.15,103.87,385.01,95.84,389.02,357.41,158.36,363.09,369.41,256.99,325.935,325.4
2017-12-18,177.52,185.42,392.04,199.68,196.37,179.14,349.07,385.67,144.51,229.86,198.04,204.5,55.1,275.87,82.45,402.23,163.71,89.35,180.2,199.44,129.65,204.04,202.94
2017-12-19,206.14,170.33,299.94,148.95,157.13,176.6,228.5,309.26,181.64,146.96,159.03,167.19,101.82,185.51,121.85,292.83,203.05,124.56,184.75,164.39,160.98,146.625,147.31
2017-12-20,76.8,75.31,111.13,62.63,63.42,67.72,96.8,112.56,71,67.31,66.36,74.32,75.39,89.96,70.39,112.33,76.32,65.63,71.94,72.69,68.25,63.93,63.5
2017-12-21,49.3,63.59,75.72,46.59,45.22,44.04,68.36,74.53,42.81,52.42,47.68,54.16,61.06,68.08,59.5,77.09,51.71,46.68,46.02,51.23,43.1,48.725,48.16
2017-12-22,51.62,59.81,76.76,67.1,65.3,58.86,72.63,77.17,37.96,68.09,65.02,64.68,54.99,70.66,74.48,77.34,53.72,36.58,55.03,68.45,38.88,67.09,67.01
2017-12-23,60.55,58,52.66,41.89,41.02,43.9,48.5,53.45,52.63,43.19,45.14,53.05,69.45,58.05,61.44,52.57,59.43,60.59,51,52.05,60.65,43.775,43.35
2017-12-24,68.15,59.6,100.82,78.53,77.76,71.54,93,103.73,62.8,79.94,74.75,67.27,83.92,66.08,69.48,98.47,63.59,68.66,66.58,69.24,64.73,77.65,77.62
2017-12-25,68.19,78.42,112.25,98.24,95.09,83.63,110.77,110.66,56.39,103.55,94.27,93.65,130.69,104.17,96.08,112.73,68.69,83.3,76.51,98.05,64.67,99.065,98.32
2017-12-26,213.35,209.88,301.9,264.36,264.51,256.46,295.93,302.34,217.66,268.54,262.4,259.72,160.45,258.86,99.35,297.8,213.07,176.18,247.53,265.17,192.87,262.175,261.58
2017-12-27,244.38,211.89,205.86,203.78,207.96,220.19,213.58,200.07,252.11,207.17,211.92,214.67,178.66,215.54,158.02,214.11,231.64,218.24,232,206.35,245.01,205.8,205.53
2017-12-28,362.14,404.94,499.99,366.25,365.42,362.06,460.78,487.99,328.47,381.99,373.44,394.43,243,458.15,267.12,507.01,374.06,269.31,368.6,396.19,297.65,368.87,367.64
2017-12-29,83.53,62.26,75.01,54.2,55.36,64.64,68.57,75.25,93.94,56.37,59.02,66.98,117.54,71.11,54.12,75.05,74.54,117.03,72.46,63.31,98.02,55.21,54.92
2017-12-30,126.01,140.5,154.1,128.62,128.81,125.19,145.06,151.36,113.25,131.67,128.99,127.83,140.24,143.53,135.19,156.6,129.72,101.32,124.92,128.06,110.21,130.63,130.26
2017-12-31,138.94,158.09,72.09,99.19,97.57,109.82,76.36,70.99,135.39,94.59,108.84,130.42,148.7,116.85,90.85,73.28,145.96,159.37,127.49,131.57,148.45,102.075,101.38
2018-01-01,187.52,156.53,114.55,187.67,190.29,199.3,140.6,115.3,214.17,176.04,187.99,182.35,242.81,153.43,100.75,113.11,189.08,241.4,196.51,185.25,214.49,183.775,184.37
2018-01-02,189.65,180.97,134.58,187.42,187.93,193.6,153.63,134.12,190.49,180.48,190.3,192.72,194.22,174.63,160.77,135.41,195.57,180.44,195.95,195.69,187.51,187.09,187.09
2018-01-03,109.44,131.92,209.71,125.44,119.29,105.49,188.63,209.05,86.12,142.92,124.66,137.69,107.83,170.95,129.02,206.49,111.22,86.69,109.45,132.24,88.4,130.52,128.89
2018-01-04,70.1,72.53,97.39,69.89,69.51,70.25,89.98,98.45,66.99,72.91,71.61,76.9,64.29,83.06,57.22,97.18,70.72,62.05,72.1,76.59,64.32,70.595,70.09
2018-01-05,200.89,195.31,156.84,186.13,187.05,198.3,166.22,153.25,210.06,182.04,191.1,199.79,182.39,194.63,140.52,160.9,203.85,202.49,204.1,201.33,205.11,185.61,185.15
2018-01-06,103.58,91.25,132.45,106.3,105.83,106.52,130.49,130.79,115.09,111.69,105.26,103.01,115.32,110.7,97.42,136.78,96.72,119.52,104.34,102.9,111.18,105.785,105.73
2018-01-07,152.04,142.88,217.35,236.48,240.29,230.16,230.17,231.19,172.34,225.24,222.92,185.23,101.1,145.09,74.34,203.68,157.35,126.12,195.69,203.06,136.71,224.885,226.81
2018-01-08,146.47,120.95,104.89,100.29,99.52,106.43,106.91,103.81,122.31,102.3,105.18,117.14,116.37,122.87,139.92,107.11,139.39,151.9,117,114.87,148.1,102.36,101.87
2018-01-09,162.03,160.17,114.76,159.27,160.4,166.9,128.13,115.47,166.47,151.37,160.89,161.68,167.43,147.24,205.04,115.34,169.88,168.92,165.58,166.27,164.78,157.505,157.54
2018-01-10,152.8,127.2,167.37,103.03,104.07,117.27,134.35,173.8,166.31,104.28,111.18,124.57,242.5,128.3,161.13,159.93,139.9,224.52,130.65,123.33,187.7,105.865,105.11
2018-01-11,204.41,161.39,127.6,165.19,166.04,178.65,133.97,130.92,211.02,156.75,172.84,182.47,185.35,153.36,151.12,126.26,195.43,206.96,192.52,180.62,225.28,166.01,165.79
2018-01-12,80.95,93.85,135.88,81.76,81.74,75.89,112.98,139.24,68.32,84.63,80.31,79.14,152.71,104.48,142.67,136.17,81.2,108.55,73.83,79.46,83.5400000000001,82.9,82.49
2018-01-13,239.19,170.02,101.39,163.19,165.49,183.42,115.95,98.32,263.07,155.84,169.58,173.08,258.47,146.42,164.92,102.34,214.71,344.77,202.91,165.45,311.4,162.535,162.58
2018-01-14,535.49,543.47,361.04,431.98,442.3,484.67,387.54,356.73,542.04,423.74,463.02,513.36,415.62,515.04,586.68,353.61,581.95,559.42,518.08,521.58,548.28,438.8,436.6
2018-01-15,102.38,89.94,78.21,75.19,75.85,84.18,77.49,75.59,108.97,76.91,79.8,87.8,102.67,91.74,60.64,80.02,96.54,117.92,92.98,83.59,113.45,76.675,76.25
2018-01-16,352.59,336.45,470.62,277.7,277.4,278.77,410.07,462.44,296.56,302.6,285.92,308.26,275.4,417.04,284.02,482.22,334.36,285.54,300,292.25,316.86,284.81,282.45
2018-01-17,249.53,210.92,383.69,180.3,185.01,195.63,290.02,389.61,222,189.05,189.09,201.69,153.51,251.49,191.19,380.57,231.08,185.19,211.72,192.85,222.19,183.035,182.49
2018-01-18,300.49,293.73,504.58,275.52,268.37,244.96,443.68,489.25,242.11,315.12,277.29,293.72,319.58,387.68,403.66,519.25,277.96,269.18,257.52,293.41,261.92,286.885,283.73
2018-01-19,537.88,496.93,635.41,477.98,484.46,501.64,589.38,610.22,518.01,500.15,500.39,537.73,351.46,595.1,268.13,657.45,517.18,407.98,530.07,536.97,485.38,489.705,486.28
2018-01-20,85.31,91.99,115.88,85.05,84.79,86.17,107.31,113,86.33,89.07,85.48,89.4,76.58,107.91,50.3,118.96,82.72,82.58,86.43,85.47,81.16,85.245,84.8500000000001
2018-01-21,386.54,319.4,230.1,375.55,381.65,414.82,268.53,225.98,462.48,349.29,383.87,386.23,317.68,318.35,257.02,237.08,388.04,423.81,417.32,398.47,433.66,370.765,370.94
2018-01-22,226.81,252.08,431.98,301.04,297.55,276.57,401.38,426.07,226.17,321.07,293.87,289.13,150.61,338.56,131.44,443.21,222.21,181.77,262.73,290.26,197.12,303.315,301.91
2018-01-23,392.07,395.25,312.66,324.54,323.66,344.47,307.62,301.63,380.43,324.63,343.85,386.12,329.58,399.44,276.78,323.32,399.19,389.71,375.7,381.74,394.41,334.005,331.06
2018-01-24,215.74,176.3,308.25,260.83,252.86,219.09,312.11,291.56,190.18,281.59,245.59,223.03,257.84,254.98,134.56,327.03,174.89,253.1,203.7,225.34,215.99,261.545,260.51
2018-01-25,157.96,155.29,250.74,201.4,200.64,187.78,240.22,254.13,159.15,205.96,192.19,177.72,141.75,199.46,108.21,255.41,156.53,146.27,172.58,174.5,145.76,200.315,200.23
2018-01-26,329.71,253.49,404.33,256.82,262.99,299.63,360.78,413.9,342.88,263.5,276.85,307.04,334.94,311.71,314.27,407.42,298.59,334.76,322.37,303.06,336.85,256.77,255.44
2018-01-27,423.76,281.12,344.63,289.58,296.29,326.93,297.6,366.52,423.63,265.63,298.17,303.41,695.48,266.83,566.06,339.09,397.22,679.61,343.09,305.35,523.67,283.49,284.5
2018-01-28,215.94,202.35,285.26,285.63,283.67,277.29,275.47,282.48,225.39,278.88,278.09,269.65,214.49,256.89,129.72,290.67,207.27,200.66,256.51,278.68,198.26,279.905,279.54
2018-01-29,98.63,107.78,191.21,104.8,102.23,96.03,161.38,191.7,83.42,114.85,104.7,111.66,112.24,138.06,89.57,192.71,94.33,85.06,96.99,108.13,83.28,107.715,106.81
2018-01-30,709.31,699.63,848.81,778.31,774.26,761,843.71,841.16,687.55,789.09,788.07,809.78,687.95,840.2,454.27,862.31,722.77,686.23,770.54,835.96,690.24,782.75,779.56
2018-01-31,78.88,69.91,106.95,73.35,75.17,76.81,91.82,108.51,74.77,74.58,75.49,78.38,108.32,84.08,85.01,107.75,73.18,84.74,77.17,78.99,76.92,73.72,73.49
2018-02-01,328.7,314.86,652.67,426.68,412.18,355.94,623.7,638.46,271.15,477.19,410.59,409.25,331.45,498.01,215.79,654.18,319.67,290.36,342.75,407.33,274.14,435.045,431.59
2018-02-02,217.49,250.72,363.74,335.23,322.03,287.99,362.59,360.67,198.66,348.11,318.72,320.53,127.76,328.43,130.22,366.47,238.74,125.52,266.08,319.86,158.49,335.49,335.15
2018-02-03,220.59,156.87,238.52,154.89,156.48,174.27,201.75,228.41,227.6,167.34,162.21,176.36,295.65,209.06,257.61,241.22,190.08,254.23,187.03,160.01,237.03,157.565,156.69
2018-02-04,367.54,424.21,688.3,508.36,491.32,421.29,655.25,674.56,300.9,550.04,483.84,468.86,219.75,584.05,148.16,697.63,358.42,260.24,397.83,465.39,298.01,516.805,513.96
2018-02-05,904.27,789.1,950.64,929.76,937.21,949.24,963.66,953.99,934.53,926.52,942.59,954.08,727.32,946.27,543.11,953.95,915.68,887.45,954.34,983.69,913.44,928.47,926.27
2018-02-06,341.91,360.21,735.35,561.47,549.76,498.01,687.45,750.36,336.85,580.07,532.98,510.68,152.74,569.01,75.52,726.06,340.6,222.46,444.99,521.97,263.09,553.015,551.86
2018-02-07,684.02,787.31,954.07,993.07,998.05,993.94,984.92,961.28,838.92,983.39,993.52,983.3,238.97,971.26,145.71,949.4,745.73,460.35,948.47,1027.21,631.29,989.61,988.22
2018-02-08,600.53,489.56,958.29,708.44,698.17,653.57,898.17,960.26,624.62,744.61,686.86,654.03,517.74,722.29,484.56,968.68,521.81,635.19,627.72,656.62,618.64,709.57,707.68
2018-02-09,489.3,371.37,175.46,379.98,394.84,474.31,230.78,169.03,596.15,339.46,409.8,433.79,545.83,342.81,179.67,182.6,466.33,645.71,498.29,446,588.88,370.95,371.82
2018-02-10,599.47,757.55,1046.22,899.61,874.1,787.61,1035.63,1016.41,494.07,939.2,881.22,901.53,183.11,1009.52,201.95,1076.78,663.29,285.38,753.94,929.15,412.02,909.405,904.73
2018-02-11,415.08,449.13,700.69,478.85,473.78,455.38,623.05,682.34,383.49,506.14,478.46,502.03,268.45,596.16,198.76,718.99,406.45,320.66,449.6,503.92,357.4,483.18,480.07
2018-02-12,721.01,749.06,967.39,783.04,782.54,784.74,902.94,961.9,714.51,795.73,786.55,803.56,523.53,927.17,436.68,978.2,743.49,616.87,772.31,806.04,651.22,785.01,782.35
2018-02-13,1152.76,1100.6,1158.21,1167.59,1171.06,1193.74,1194.55,1152.37,1183.37,1168.88,1189.42,1228.58,1102.1,1231.88,1017.27,1178.42,1184.9,1198.42,1210.1,1254.55,1181.19,1171.12,1167.51
2018-02-14,1107.06,1041.62,851.84,1119.6,1129.18,1170.63,961.2,845.04,1186.39,1087.18,1143.34,1165.87,1203.48,1079.04,1020.21,860.5,1149.81,1224.37,1181.84,1201.97,1188.05,1116.865,1114.96
2018-02-15,290.38,322.86,529.6,320.27,308.33,284.17,466.86,523.1,226.07,352.63,323.97,363.01,192.28,450.87,157.83,536.71,288.15,203.42,296.29,358.92,223.95,331.725,328.23
2018-02-16,1163.04,1142.68,1252.41,1134.05,1139.23,1166.23,1233.06,1244.31,1149.5,1145.59,1162.53,1217.62,1145.57,1273.37,1121.85,1260.86,1194.87,1134.73,1192.62,1235.68,1146.87,1140.92,1137.28
2018-02-17,925.17,868.08,1046.2,854.84,851.16,847.69,999.14,1048.4,835.97,872.65,871.71,912.55,676.92,980.45,645.82,1055.53,945.25,807.61,885.04,917.06,867.7,865.535,863.28
2018-02-18,1063.58,955.44,1265.53,1128.89,1113.67,1073.99,1245.99,1256.02,1014.33,1149.23,1110.98,1096.5,1257.09,1126.31,1188.69,1285.67,1031.84,1176.8,1054.28,1132.54,1102.21,1123.835,1121.81
2018-02-19,422.35,415.23,331.69,388.01,385.62,401.14,341.13,325.02,434.59,383.66,397.21,419.5,547.21,412.46,420.49,337.58,427.78,475.89,415.69,416.72,448.25,391.47,389.7
2018-02-20,635.58,605.73,522.23,571.88,575.51,602.31,545.41,511.94,655.99,565.49,582.52,594.23,931.83,601.81,806.65,534.32,640.84,764.48,615.29,592.67,689.56,567.73,567.68
2018-02-21,1202.53,1141.96,1442.22,827.29,1660.51,1431.94,1409.91,1401.78,1268.25,1406.26,1423.83,1555.36,1423.75,1609.06,1564.24,2107.23,1429.92,1354.06,1315.06,1276.94,1984.4,1249.185,1275.22
2018-02-22,1373.68,1314.35,1642.43,953.22,1915.9,1641.75,1610.59,1595.04,1427.62,1620.77,1642.74,1794.34,1560.83,1851.92,1722.14,2398.72,1644.85,1518.46,1505.89,1477.99,2236.85,1440.645,1471.45
2018-02-23,1429.46,1350.83,1662.61,955.46,1923.18,1672.78,1622.79,1615.11,1515.45,1620.52,1655.89,1815.24,1736.47,1877.29,1796.03,2433.53,1706.39,1692.84,1547.86,1493.46,2419.93,1441.985,1473.17
2018-02-24,1429.22,1360.72,1723.18,949.47,1916.32,1627.41,1681.16,1669.67,1466.97,1640.29,1639.42,1811.04,1680.77,1926.82,1794.32,2517.43,1691,1628.67,1513.98,1468.39,2363.85,1442.045,1470.92
2018-02-25,1514.49,1459.18,1796.3,1048.16,2106.67,1810.99,1774.71,1747.33,1601.91,1781.82,1807.19,1975.09,1804.64,2039.37,1854.45,2621.96,1814.11,1765.35,1664.41,1625.47,2542.46,1583.57,1617.45
2018-02-26,866.51,848.52,1386.98,685.03,1391.81,1083.93,1316.67,1355.55,847.41,1213.55,1137.83,1192,860.11,1306.78,1162.2,2008.22,994.18,816.23,950.15,959.26,1304.31,1039.51,1060.07
2018-02-27,1393.14,1363.17,1647.54,924.34,1854,1579.88,1615.67,1596.51,1427.27,1594.85,1598.46,1808.1,1637.49,1895.3,1696.75,2394.2,1680.82,1601.19,1474.69,1456.5,2320.81,1407.01,1434.83
2018-02-28,1477.43,1433.86,1783.99,1018.24,2047.21,1742.33,1745.55,1727.5,1562.5,1744.89,1755.77,1931.18,1774.09,2013.05,1782.69,2608.99,1749.5,1732.29,1610.58,1577.01,2487.26,1544.2,1576.48
2018-03-01,1080.07,825.59,567.74,994.35,959.71,1046.73,697.75,578,1125.55,925.67,1023.99,1052.61,1269.48,773.15,944.96,568.17,1082.89,1250.55,1090.4,1095.75,1207.93,988.005,989.08
2018-03-02,231.92,217.18,230.24,226.46,232.32,261.16,229.48,230.75,290.02,223.35,230.93,226.54,322.37,229.87,224.47,228.12,225.41,276.03,251.84,219.78,258.85,220.62,221.33
2018-03-03,935.72,1019.03,1168.01,1036.08,1048.63,958.75,1186.28,1156.99,891.57,1096.38,1035.71,1056.29,757.04,1174.2,760.02,1169.23,993.94,919.01,978.96,1051.48,925.35,1063.67,1059.55
2018-03-04,924.02,736.24,695.45,908.6,901.73,960.8,777.53,698.92,1010.9,866.68,917.23,902,1021.41,793.23,694.95,701.98,933.65,1049.12,965.21,922.78,1022.59,893.91,897.06
2018-03-05,965.04,1017.23,962.85,1136.99,1139.82,1143.44,1053.8,965.38,1049.58,1118.75,1129.84,1112.46,1074.66,1075.43,927.76,957.94,1036.32,1038.78,1111.38,1122.3,999.43,1128.5,1130.33
2018-03-06,758.3,755.45,839.37,788.78,787.02,763.75,848.6,827.66,793.52,821.05,794.11,822.71,922.05,873.81,689.43,848.41,735.72,869.33,779.4,822.12,823.75,802.64,799.48
2018-03-07,355.88,350.79,412.73,440.75,445.57,433.51,427.01,412.24,384.92,433.39,427.74,400.36,376.66,390.15,272.68,426.88,356.84,359.33,400.24,409.59,352,438.035,437.57
2018-03-08,517.3,502.09,815.22,539.68,541.55,518.89,712.4,833.33,494.93,561.2,540.97,559.49,499.27,614.48,375.19,804.53,496.39,526.29,524.59,560.01,508.83,545.425,543.67
2018-03-09,523.66,518.93,651.37,733.37,740.76,742.73,692.93,666.61,670.26,714.83,713.15,652.39,500.73,577.88,339.95,643.82,521.53,545.33,678.83,671.52,566.67,713.845,716.16
2018-03-10,615.54,502.02,468.74,538.97,536.97,578.98,491.88,469.88,655.22,521.82,547.72,548.6,615.82,509.46,383.38,471.62,585.67,676.41,595.66,544.58,673.14,533.57,534.33
2018-03-11,845.76,866.59,1073.07,818.61,829.09,802.33,1028.95,1048.19,756.58,876.51,840.47,908.88,521.51,1008.32,532.03,1095.97,843.54,644.82,842.26,897.39,740.39,835.83,831.4
2018-03-12,859.23,774.78,678.55,854.86,853.74,872.83,752.96,679.44,922.75,836.36,856.86,846.92,787.44,772.11,633.14,674.83,856.9,919.35,881.15,837.19,921.16,852.045,851.94
2018-03-13,245.5,262.38,435.52,260.95,266.59,229.88,385.87,435.96,188.25,287.46,257.15,265.15,282.83,323.79,271.19,444.29,240.06,186.12,231.63,257,193.09,267.365,266.26
2018-03-14,1433.11,1411.26,1582.18,1404.92,1407.72,1438.08,1524.64,1573.9,1430.75,1417.57,1435.54,1475.99,1363.08,1524.07,1475.8,1599.7,1478.88,1392.02,1459.04,1501.08,1404.84,1418.505,1418.3
2018-03-15,264.51,246.5,291.03,308.83,315.17,339.38,294.1,292.53,376.9,300.98,304.97,282.89,534.14,273.86,287.21,292.77,258.59,421.81,312.11,285.53,336.38,300.42,301.5
2018-03-16,748.86,851.95,1263,619.72,620.31,527.24,1108.59,1237.57,459.14,751.5,653.26,829.75,478.66,1129.66,812.34,1285.11,776.59,483.21,626.36,782.73,545.67,670.735,660.85
2018-03-17,220.99,197.01,223.95,280.57,287.86,305.54,239.5,233.02,287.24,261.3,274.52,234.83,207.51,206.11,215.12,222.84,214.46,225.1,275.36,246.83,238.76,269.52,270.16
2018-03-18,414.51,388.5,582.54,587.53,586.93,576.18,591.42,587.77,496.1,595.28,571.21,529.28,336.83,475.41,274.98,577.77,404.7,367.48,539.95,539.87,404.73,588.955,591.6
2018-03-19,1107.79,1184.35,1234.66,1485.68,1505.54,1545.72,1306.27,1262.4,1428.79,1412.09,1452.74,1296.35,1347,1175.08,863.83,1229.42,1147.59,1332.42,1402.68,1350.58,1267.82,1442.525,1449.29
2018-03-20,1654.8,1681.12,1883,1907.58,1910.34,1916.47,1914.03,1879.85,1812.2,1906.18,1908.02,1891.04,1489.78,1875.68,1385.75,1887.65,1687.92,1643.61,1876.72,1916.81,1695.63,1899.81,1898.16
2018-03-21,1115.75,1021.53,1341.25,1047.51,1066.32,1072.68,1251.45,1358.03,1053.95,1066.58,1056.09,1058.72,1430.18,1119.54,1728.77,1339.59,1123.91,1130.41,1069.86,1063.02,1075.32,1044.29,1043.65
2018-03-22,294.27,248.27,249.7,266.7,263.87,298.21,241.78,250.74,296.25,252.24,276.43,288.23,284.61,256.76,240.32,249.21,288.44,261.78,302.04,291.69,279.44,260.57,261.1
2018-03-23,459.08,547.37,623.24,550.35,545.95,524.41,596.5,627.64,457.85,557.38,543.25,552.33,430.41,596.56,324.15,621.41,481.26,437.55,512.45,550.06,439.03,551.965,550.66
2018-03-24,1648.52,1636.18,1668.82,1675.64,1649.75,1671.88,1689.96,1663.24,1665.45,1691.91,1708.83,1803.9,1831.46,1813.53,1893.42,1674.51,1708.24,1788.27,1715.89,1824.2,1713.12,1691.055,1684.45
2018-03-25,1629.9,1589.17,1418.21,1483.42,1458.9,1606.56,1397.63,1401.56,1671.96,1432.59,1541.81,1613.61,1712.38,1613.56,1530.13,1458.41,1685.06,1685.41,1653.48,1662.08,1659.07,1471.88,1470.87
2018-03-26,1328.05,1180.74,1630.98,1305.75,1331.03,1345.59,1544.96,1646.28,1393.52,1331.21,1315.7,1297.21,1384.41,1371.8,1195.17,1646.51,1288.45,1394.15,1346.31,1287.5,1376.93,1298.285,1299.74
2018-03-27,535.93,465.78,454.26,484.52,486.4,531.69,459.06,456.34,605.66,470.87,493.77,493.37,731.23,471.51,489.04,451.04,504.34,691.15,536.52,486.96,622.18,475.065,475.62
2018-03-28,370.95,356.32,361.26,332.3,332.61,343.31,344.85,360.48,357.63,332.79,339.16,347.61,382.12,361.42,356.52,362.91,361.11,364.15,354.17,343.97,369.75,332.735,331.94
2018-03-29,1468.67,1445.11,1615.28,1562.39,1556,1537.19,1625.44,1600.56,1468.19,1580.84,1564.96,1589.53,1457.07,1603.7,1357.69,1631.67,1461.85,1474.9,1538.17,1607.46,1471.37,1564.16,1560.33
2018-03-30,1147.82,1009.94,837.17,1180.72,1179.45,1280.42,952.14,839.88,1316.57,1118.99,1197.03,1158.23,1317.02,1014.5,1079.88,830.9,1162.1,1265.97,1264.25,1172.83,1254.49,1156.93,1160.34
2018-03-31,1255.02,1209.03,894.38,1313.64,1291.26,1336.38,1063.01,878.95,1344.35,1291.83,1325.81,1349.01,1254.64,1230.91,1249.83,876.16,1276,1258.56,1350.27,1345.21,1323.73,1308.505,1306.58
2018-04-01,590.34,552.18,958.71,581.01,582.19,546.7,817.21,965.54,496.59,618.09,580.76,608.83,548.88,690.93,614.6,958.8,548.95,484.84,557.97,601.62,517.71,588.33,586.08
2018-04-02,863.53,829.67,978.1,856.79,860.34,864.03,939.35,976.89,872.69,874.98,864.58,880.08,985.66,948.81,1069.39,979.37,863.86,878.83,870.84,867.56,871.46,860.425,857.94
2018-04-03,938.11,1065.09,1151.93,1159.54,1147.87,1156.3,1192.1,1146.01,987.23,1151.5,1148.56,1136.45,991.58,1154.97,891.05,1154.09,979.89,919,1105.69,1128.26,903.28,1135.305,1138.3
2018-04-04,757.8,802.1,1152.57,790.09,794.48,769.68,1028.41,1172.04,720.91,820.48,795.89,825.9,635.19,925.71,545.63,1153.23,759.87,722.97,772.59,826.96,719.05,797.57,794.33
2018-04-05,1001.38,991.28,1218.12,1089.29,1095.48,1085.23,1164.96,1234.31,1027.68,1094.47,1082.14,1062.75,940.9,1092.17,849.18,1202.5,973.81,959.74,1059.37,1057.43,994.17,1081,1081.05
2018-04-06,2090.13,1977.74,2149.71,2130.68,2127.56,2164.32,2170.78,2141.75,2176.97,2134.31,2151.03,2177.85,2314.31,2197.7,2236.72,2158,2125.88,2253.7,2176.75,2183.69,2178.58,2126.47,2124.14
2018-04-07,1949.33,1815.34,1934.63,1942.91,1944.73,2005.29,1964.59,1933.97,2026.16,1932.86,1971.76,1992.55,2139.46,1987.56,2070.24,1950.01,1982.35,2070.9,2024.69,2011.92,2027.82,1932.43,1932.38
2018-04-08,1633.05,1615.38,1476.11,1727.95,1709.66,1785.8,1555.93,1466.25,1752.38,1691.1,1754.15,1787.03,1586.05,1702.64,1711.21,1475.78,1703.87,1625.51,1794.84,1815.36,1694.16,1719.575,1718.48
2018-04-09,808.05,722.19,869.56,834.2,851.36,836.56,899.35,853.690000000001,861.62,864.65,832.99,824.01,964.98,864.05,920.84,876.12,771.14,895.7,832.2,805.07,863.23,831.835,830.33
2018-04-10,1241.23,1473.73,1863.93,1656.63,1641.47,1471.95,1853.08,1852.35,1112.85,1717.38,1614.67,1631.75,942.47,1735.25,971.74,1876.54,1309.47,1010.15,1411.46,1659.62,1047.82,1673.62,1669.38
2018-04-11,798.2,1079.02,1278.94,635.75,650.35,553.53,1091.93,1227.69,487.86,758.63,650.18,761.89,888.02,1172.2,1579.16,1331.33,838.64,666.48,603.15,721.34,602.14,676.27,667.27
2018-04-12,683.08,435.89,566.89,497,512.23,577.94,531.01,573.73,780.45,484.31,511.67,483.12,1283.23,459.87,1160.86,575.65,606.78,1069.34,593.2,472.74,867.19,484.68,486.39
2018-04-13,1147.89,1159.63,1025.78,1166.76,1152.92,1161.13,1079.42,1014.1,1067.53,1141.52,1164.66,1165.59,863.56,1121.15,1242.62,1043.14,1186.92,958.1,1152.73,1186.8,1039.95,1158.575,1159.23
