Date,AIEG,AIESH,Gaselwest,IMEA,IVEG,IVEKA,Imewo,Infrax West,Inter-Energa,Intergem,Iverlek,Ores Brabant wallon,Ores Est,Ores Hainaut,Ores Luxembourg,Ores Mouscron,Ores Namur,Ores Verviers,PBE,Regie de Wavre,Resa,Sibelga,Sibelgas
2015-12-08,414.24,462.44,192.65,291.95,299.46,337.44,228.08,185.26,425.67,277.55,315.3,353.75,588.53,330.72,611.86,200.45,457.92,544.58,369.1,358.47,475,295.225,294.79
2015-12-09,565.94,755.29,595.74,469.03,472.14,488.19,567.1,589.04,506.16,492.5,497.13,566.11,526.62,631.29,578.92,597.17,637.77,518.06,528.56,564.38,512.46,481.05,478.21
2015-12-10,522.8,558.58,401.88,404.79,409.48,438.02,408.23,390.69,514.01,407.44,430.07,478.34,600.13,483.8,429.83,408.15,556.68,619.9,476.38,480.38,562.75,412.09,410.59
2015-12-11,65.38,59.65,108.4,99,96.77,87.83,99.61,109.49,66.38,98.21,91.46,77.85,65.48,70.07,87.46,107.91,56.04,56.78,77.12,76.57,59.61,95.81,96.37
2015-12-12,171.16,135.47,193.12,177.39,178.82,186.43,181.69,191.57,195.42,174.95,179.44,181.64,167.25,178.7,71.5,199.93,152.06,181.77,188.01,182.08,181.52,174.895,175.16
2015-12-13,34.41,50.74,62.53,54.31,56.38,56.74,53.9,61.24,47.42,50.84,50.81,40.41,47.43,44.92,75.7,64.37,32.77,37.65,46.93,41.53,35.09,49.655,50.26
2015-12-14,452.35,462.24,129.83,254.93,272.05,336.63,151.79,136.51,445.85,215.7,296.48,355.2,411.73,283.85,523.2,126.37,520.77,493.73,390.96,379.67,473.24,261.135,260.78
2015-12-15,193.22,171.94,187.86,241.79,247.57,253.2,202.63,186.43,245.77,226.57,232.34,203.42,307.32,184.35,274.63,195.14,187.64,264.52,228.03,208.4,226.47,229.89,231.45
2015-12-16,51.88,44.18,83.35,51.48,50.36,48.91,65.91,84.46,48.99,54.13,51.27,52.88,56.36,53.75,35.46,80.07,45.91,47.81,49.61,51.86,46.5,52.065,51.93
2015-12-17,368.5,418.83,365.13,332.78,332.52,332.21,367.75,356.5,331.03,346.26,341.08,365.71,290.63,399.57,384.06,375.06,397.47,340.32,346.52,365.52,343.9,336.535,335.08
2015-12-18,120.29,141.25,164.44,126.43,122.82,113.66,150.28,161.53,100.54,134.34,123.11,125.37,139.15,145.57,92.13,168.77,121.63,120.65,112.2,121.89,107.19,126.67,126.04
2015-12-19,284.22,249.44,202.8,157.91,158.6,169.79,202.55,198.2,257.32,172.13,169.96,190.28,344.27,200.9,311.75,205.04,292,367.68,202.06,185.52,314.63,163.33,162.16
2015-12-20,240.97,291.94,267.97,278.22,273.6,265.83,283.97,258.45,230.1,286.02,279.01,294.43,177.54,308.83,189.44,276.56,256.93,205.54,265.34,296.55,218.49,278.565,277.55
2015-12-21,250.89,251.08,241.56,196.4,191.39,183,232.96,236,210.42,209.72,196.92,206.92,255.9,231.83,210.01,247.88,241.43,256.62,197.77,197.53,245.11,201.54,200.08
2015-12-22,204.77,200.34,100.29,110.62,112.04,135.6,104.97,93.96,212.84,113.11,129.51,164.32,211.46,160.51,143.51,106.1,199.25,233.52,170.25,163.45,223.42,118.985,117.69
2015-12-23,317.03,342.16,363.86,301.18,300.83,305.8,345.25,365.29,305.53,305.71,305.3,324.35,336.18,333.96,405.78,359.9,329.99,325.44,313.18,326.74,311.72,299.07,298.61
2015-12-24,305.58,311.02,346.91,280.42,278.05,282.09,339.86,341.54,302.71,294.04,284.45,303.86,369.72,314.48,356.02,345.76,295.93,366.85,296.18,300.83,327.23,277.86,277.45
2015-12-25,42.56,37.25,81.35,63.81,62.74,56.05,72.19,83.81,41.09,63.9,57.85,47.95,61.62,45.63,99.39,79.92,41.15,41.14,47.77,47.75,38.29,61.79,61.66
2015-12-26,530.74,607.79,461.71,403.67,405.15,430.62,451.33,455.56,497.02,414.38,433.81,502.5,583.92,522.45,624.22,468.14,590.41,591.74,478.4,507.98,541.5,415.67,413.35
2015-12-27,401,428.06,353.96,295.52,294.82,306.82,340.67,340.23,350.74,311.75,315.88,365.71,378.35,400.76,489.58,366.81,432.84,391.73,345.3,364.52,382.23,307.38,304.35
2015-12-28,509.44,571.92,504.05,374.36,375.04,391.97,478.5,495.68,462.61,399.91,398.54,455.4,573.69,509.39,594.23,515.2,554.57,571.59,435.84,447.99,514.52,385.01,382.62
2015-12-29,176.17,223.35,238.26,157.36,160.94,167.11,204.67,241.02,192.53,162.02,162.44,172.92,295.12,205.97,153.16,240.85,180.77,241.85,172.25,170.87,196.97,158.28,157.83
2015-12-30,476.16,513.56,326.26,361.51,368.65,400.03,326.39,328.06,457.76,343.21,384.96,428.7,476.21,404.9,349.81,334.09,531.53,528.14,430.46,443.03,488.04,365.685,364.72
2015-12-31,514.96,619.28,507.43,397.55,396.21,408.11,482.56,502.83,446.44,416.44,422.11,486.53,501.95,534.26,564.19,508.26,577.69,516.2,452.38,488.39,487.11,409.285,406.76
2016-01-01,354.45,323.07,275.24,297.3,301.58,321.42,279.27,280.83,353.27,286.14,309.57,326.57,346.64,288.06,250.3,266.01,353.84,395.94,338.16,333.07,379.14,297.595,297.53
2016-01-02,283.22,352.98,235.27,289,283.3,284.56,255,231.56,262.69,286.67,295.67,321.84,131.63,306.86,129.42,230.58,308.54,193.49,296.38,324.13,241.09,294.035,292.02
2016-01-03,271.69,259.44,162.5,245.76,248.08,267.18,183.82,162.26,304.59,228.53,252.45,258.26,195.38,214.35,192.48,165.14,265.28,266.15,275.88,262.32,295.07,243.275,243.6
2016-01-04,140.97,144.33,251.41,146.77,148.11,137.95,215.13,255.53,118.46,157.95,144.96,140.89,117.92,163.44,87.02,251.5,130.2,108.76,135.47,137.92,112.82,149.37,148.39
2016-01-05,133.85,122.18,167.5,91.21,91.59,99.2,129.33,173.09,134,93.75,96.91,108.71,226.38,113.17,97.07,165.83,112.55,199.23,111.56,106.07,158.94,93.31,92.69
2016-01-06,187.93,226.84,232.09,209.49,200.72,185.21,232.68,229.12,163.18,220.17,203.24,211.32,132.94,222.12,121.94,231.47,211.01,139.02,188.86,199.99,152.87,212.375,211.34
2016-01-07,53.51,105.02,110.77,50.77,48.68,44.91,93.35,107.55,46.01,61.92,51.05,58.11,59.44,84.97,45.2,114.35,49.22,51.87,47.9,51.86,47.29,52.855,51.64
2016-01-08,620.24,744.44,647.17,513,514.05,532.29,611.51,642.04,570.74,531.23,537.8,601.89,630.66,658.23,713.31,651.46,690.94,658.91,571.23,598.45,608.99,523.015,520.07
2016-01-09,336.3,202.89,139,159.6,168.78,222.09,134.74,139.92,377.72,147.1,190.27,225.42,433.44,173.91,207.72,131.7,300.92,469.81,273.2,223.56,427.65,165.105,164.96
2016-01-10,445.74,518.23,353.6,443.73,445.57,463.78,388.84,344.49,479.68,433.08,455.02,482.1,509.88,453.77,325.81,359.14,479.16,522.32,471.27,492.13,485.15,442.95,441.57
2016-01-11,158.51,159.7,182.96,113.18,110.3,115.29,153.2,183.63,139.48,121.98,119.73,137.26,133.77,149.91,98.63,181.75,136.39,136.86,131.91,126.35,146.84,116.925,116.15
2016-01-12,331.98,401.11,499.82,342.76,332.45,314.5,457.01,482.83,292.73,375.89,342.86,368.01,300.47,418.27,187.46,517.84,309.06,289.57,320.81,355.16,290.64,348.76,345.84
2016-01-13,255.23,389.7,420.93,237.37,231.77,222.62,328.95,414,180.01,252.47,244.2,275.74,135.95,355.53,229.5,440.51,278.6,138.69,232.65,282.87,167.83,247.36,244.72
2016-01-14,195.04,280.54,417.43,290.21,280.16,246.61,380.19,414.01,167.42,311.86,278.07,275.26,118.86,323.8,98.65,421.03,196.6,130.35,231.28,267.32,145.97,290.775,289.31
2016-01-15,53.08,82.83,209.95,55.07,61.61,61.02,148.49,210.55,59.18,66.43,52.21,38.96,27.89,91.23,31,224.28,22.61,38.44,51.62,33.1,47.32,50.41,51.2
2016-01-16,363.27,521.75,546.25,468.49,452.68,429.73,529.14,542.44,397.15,486.97,451.78,455.9,223.76,516.54,252.15,550.31,382.82,335.51,412.26,439.26,370.13,461.15,458.39
2016-01-17,478.75,660.25,807.5,601.86,582.46,536.37,761.27,800.56,437.55,641.92,584.35,590.11,216.69,690.59,376.98,816.75,490.23,369.93,517.5,565.34,413.67,594.795,590.7
2016-01-18,412.83,417.32,378.11,441.26,436.35,450.34,396.33,375.03,503.16,427.54,437.56,437.96,454.5,425.57,444.33,378.79,421.04,571.54,444.72,430.45,512.76,428.53,427.16
2016-01-19,647.98,800.23,824.77,681.79,665.96,656.08,799.55,818.97,669.53,709.14,678.83,712.08,594.72,798.8,509.98,834.28,687.95,727.05,664.52,687.29,686.19,676.34,672.25
2016-01-20,150.08,228.92,151.56,183.73,179.24,177.91,160.52,148.73,174.79,180.06,174.39,164.82,125.9,159.1,223.7,147.73,139.83,146.4,167.56,151.73,159.24,175.705,175.4
2016-01-21,569.26,788.82,839.28,595.08,555.25,504.75,786.47,827.55,454.45,660.71,595.66,667.32,295.52,787.71,363.47,850.99,623.04,384.08,543.39,636.66,452.24,617.41,607.57
2016-01-22,394.9,396.83,259.59,328.24,327.15,353.61,275.55,254.13,446.16,315.31,332.86,337.51,518.91,328.13,409.56,271.74,377.24,522.71,365.31,326.46,478.51,320.135,319.16
2016-01-23,230.53,191.02,244.79,188.08,190.66,191.19,219.5,254.06,182.64,187.1,190.55,187.78,149.31,172.57,132.81,235.82,209.21,142.42,198.25,186.9,177.42,189.995,189.96
2016-01-24,101.43,83.01,122.03,72.2,71.74,74.56,92.86,120.87,94.46,75.31,74.41,79.63,164.76,82.58,156.29,123.31,91.33,127.95,81.75,78.2,107.18,73.33,73.17
2016-01-25,846.95,967.67,891.48,745.01,745.07,760.49,861.71,885.95,788.17,764.72,767.19,833.43,865.65,901.09,1008.8,908.96,937.38,872.76,798.34,831.28,827.45,753.705,750.55
2016-01-26,275.9,279.15,523.32,411.35,397.11,352.7,496.37,523.1,245.9,431.77,387.34,369.44,223.35,398.94,181.88,524.34,265.78,217.8,322.5,360.25,228.97,406.74,405.38
2016-01-27,106.14,78.91,99.39,94.82,91.24,89.29,102.34,96.25,104.91,98.68,93.65,96.21,242.9,88.66,233.6,103.45,97.64,183.46,91.91,92.27,129.38,95.055,94.7
2016-01-28,669.47,736.01,934.14,781.03,775.43,758.1,906.43,933.27,687.86,800.18,769.18,767.03,623.62,812.82,526.75,942.76,687.08,648.24,736.57,760.05,651.08,770.62,768.94
2016-01-29,188.17,156.7,166.4,183.91,177.93,168.27,169.25,159.81,177.35,186.31,178.4,174.39,294.55,167.4,405.16,172.15,182.75,227.08,168.47,169.94,194.49,183.93,183.57
2016-01-30,59.22,59.4,118.49,58.78,57.5,54.38,90.82,116.91,52.28,65.48,57.86,58.94,82.49,74.88,43.59,119.94,48.28,63.71,54.33,55.73,54.26,58.75,58.66
2016-01-31,170.65,137.87,160.02,167.96,167.42,166.98,159.24,160.23,172.76,164.46,166.04,158.3,203.99,141.8,140.75,163.02,156.23,191.96,164.92,159.89,179.78,166.525,166.69
2016-02-01,121.48,142.25,172.69,135.57,132.98,126.86,152.25,173.1,115.08,138.11,132.84,136.94,131.07,142.9,111.25,175.72,127.09,121.87,125.88,137.65,113.73,136.315,135.87
2016-02-02,105.51,147.19,277.17,164.74,161.65,138.12,236.13,288.12,95.51,174.32,147.5,120.1,107.72,144.52,84.02,268.09,91.86,88.64,116.1,112.82,87.2,159.13,159.31
2016-02-03,644.68,730.75,612.05,519.65,515.53,540.18,594.82,596.38,604.4,538.75,544.38,615.65,538.8,656.53,601.69,648.76,671.32,589.05,586.93,614.03,609.2,531.505,527.66
2016-02-04,123.18,109.25,238.45,173.79,169.36,151.35,197.88,242.42,116.67,174.87,159.11,138.66,110.08,142.98,93.3,236.23,109.38,109.15,133.15,138.19,106.25,170.63,170.68
2016-02-05,142.64,124.2,216.68,171.87,170.91,163.83,190.33,213.01,133.98,174.83,166.04,157.76,121.06,160.71,128.97,225.31,129.62,106.05,153.48,158.6,118.93,169.51,169.35
2016-02-06,346.83,335.34,304.96,265.84,264.58,276.86,291.16,301.42,327.86,269.25,280.98,323.59,611.79,326.6,600.5,311.75,365.38,499.52,307.47,326.85,386.65,273.79,272.72
2016-02-07,553.25,612.82,547.79,471.57,469.4,491.27,510.91,566.68,506.96,463.82,493.2,548.79,426.04,526.49,427.64,536.19,588.74,484.81,523.89,563.41,505.72,478.97,476.46
2016-02-08,505.62,516.28,554.86,476.76,471.65,477.87,533.53,562.49,467.61,479.92,483.53,514.02,452,521.42,381.95,552.93,513.95,434.57,495.83,509.32,463.14,478.025,476.71
2016-02-09,86.16,101.93,128.97,92.04,88.73,80.99,117.52,128.05,72.28,97.55,88.03,87.63,151.35,99.1,124.7,131.95,84.79,117.3,77.89,85.4,89.93,91.335,91.05
2016-02-10,258.34,281.77,384.13,373.41,373.46,355.68,393.72,375.81,292.23,373.84,349.15,300.86,231.59,312.67,183.64,399.6,240.31,228.74,314.36,293.39,239.39,359.105,360.58
2016-02-11,596.82,525.47,637.26,736.82,740.67,743.32,651.89,665.09,708.31,687.29,710.6,629.95,640.34,505.08,302.63,602.85,549.44,671.59,694.06,648.39,670.85,709.635,713.89
2016-02-12,1047.91,943.66,887.09,836.69,832.09,883.47,879.56,886.14,1008.39,836.15,886.3,986.33,742.04,983.57,674.3,910.2,1061.26,952.89,972.37,990.28,1028.4,855.7,851.43
2016-02-13,249.41,208.9,263.54,275.95,281.13,284.28,266.58,266.62,279.39,266.54,267.67,242.72,296.15,229.38,179.43,264.51,222.12,294.58,265.23,239.96,276.47,265.11,266.8
2016-02-14,199.62,185.43,328.35,221.23,216.29,198.95,280.96,334.87,172.3,229.69,212.47,203.59,152.28,224.42,165.54,335,172.61,146.65,191.5,192.98,162.87,224.905,223.69
2016-02-15,868.14,1075.3,1035.04,996.01,994.95,1007.23,1016.84,1042.08,866.41,975.01,1001.97,1023.77,214.68,1031.31,290.29,1049.07,914.51,440.58,997.26,1034.41,706.43,989.79,989.18
2016-02-16,1336.85,1454.55,1456.05,1257.7,1258.31,1274.2,1405.64,1451.7,1280.84,1276.8,1279.4,1341.56,968.31,1418.3,1541.82,1475.38,1438.92,1124.89,1307.88,1343.31,1243.15,1260.125,1257.01
2016-02-17,1228.81,1205.7,1460.87,1240.07,1235.79,1236.84,1406.58,1462.39,1234.01,1262.93,1245.54,1271.33,965.8,1323.37,753.28,1469.12,1254.3,1137.78,1251.12,1264.34,1196.12,1238.015,1235.83
2016-02-18,700.76,527.22,341.23,490.54,509.27,593.23,373.99,340.42,788.26,446.47,523.75,550.87,885.21,444.52,755.69,347.83,665.65,894.25,639.27,560.95,835.46,482.935,484.79
2016-02-19,1087.33,1108.29,1293.66,1178.53,1161.49,1127.6,1263.48,1295.32,963.93,1186.15,1164.7,1173.99,663.1,1207.68,837.92,1311.43,1141.84,807.74,1116.17,1191.66,921.5,1175.665,1173.43
2016-02-20,227.92,181.15,231.89,240.68,237.65,234.42,222.49,229.8,219.8,235.9,238.21,233.63,187.71,211.25,146.99,238.55,210.35,190.12,232.57,235.98,208.94,241.73,241.37
2016-02-21,152.23,187.63,244.18,157.7,157.08,146.37,196.8,247.57,130.76,162.31,152.32,143.79,213.97,153.89,182.5,243.36,138.38,151.75,139.28,143,136.42,157.56,157.19
2016-02-22,177.19,168.05,219.13,169.78,170.36,170.47,198.98,221.47,174.28,171.8,169.1,168.16,208.18,172.47,189.84,220.19,167.38,176.13,171.07,166.19,169.91,169.59,170.14
2016-02-23,685.24,687.12,592.46,587.65,604.11,644.34,576.76,598.37,662.66,560.77,594.31,584.21,411.06,554.02,492.47,598.95,624.18,522.61,648.02,579.41,607.53,568.625,572.21
2016-02-24,1142.9,1186.18,985.35,1025.86,1017.64,1051.56,985.35,974.82,1084.17,1006.26,1042.94,1110.2,869.64,1096.9,1068.17,1021.52,1174.41,1010.82,1084.14,1122.13,1077.89,1027.655,1024.45
2016-02-25,960.42,1022,886.8,586.07,607.17,681.75,796.5,882.61,875.67,622.84,644.29,759.14,981.14,889.73,1180.01,906.68,983.39,952.65,774.94,736.78,936.98,602.98,600.94
2016-02-26,565.87,510.04,702.84,700.8,692.58,663.86,677.18,710.66,563.45,676.94,674.78,636.19,511.53,601.92,582.92,714.78,531.22,488.8,623.58,651.46,523.56,689.51,689.01
2016-02-27,1448.5,1403.3,1376.12,1394.19,1379.79,1393.5,1402.52,1381.82,1448.97,1379,1400.55,1431.73,1505.84,1403.8,1719.89,1390.81,1517.33,1525.94,1417.4,1446.79,1498.15,1387.915,1385.94
2016-02-28,1241.73,1417.94,1535.91,1411.06,1379.77,1336.8,1520.93,1513.99,1215.25,1441.33,1399.72,1443.16,1000.15,1531.97,924.38,1582.27,1287.02,1115.66,1330.51,1443.78,1174.3,1410.54,1406.01
2016-02-29,1546.06,1619.73,1657.07,1564.58,1539.51,1520.84,1657.59,1642.83,1492.16,1583.91,1563.45,1605.11,1505.81,1670.51,1691.4,1683.57,1633.64,1536.23,1537.65,1609.83,1520.38,1564.255,1560.38
2016-03-01,391.07,352.32,253.32,277.3,279.04,309.31,244.44,248.79,401.56,266.74,294.75,323.3,652.71,297.53,598,260.54,381.67,508.53,339.42,324.69,440.54,281.245,280.56
2016-03-02,996.33,1082.19,962.3,880.06,868.74,898.88,946.47,950.96,967.8,893.19,913.3,998.99,873.34,1001.65,796.91,988.2,1041.39,936.63,960.19,1002.13,963.61,895.05,889.98
2016-03-03,734.28,746.7,1190.03,999.32,980.82,896.21,1145.18,1201.72,707.52,1022.08,939.41,847.68,380.33,892.66,324.65,1206.25,682.22,498.88,819.71,841.02,615.85,983.89,984.13
2016-03-04,370.31,509.71,833.61,433.73,415.82,357.13,702.18,850.33,258.3,491.77,415.61,413.63,154.44,539.83,162.45,814.51,345.94,207.28,348.21,389.07,256.02,441.335,438.06
2016-03-05,662.76,557.49,1011.02,687.02,702.04,694,924.23,1022.55,687.76,740.39,681.47,627.17,318.75,700.91,370.79,1007.41,555.4,399.29,679.01,575.53,567.98,690.09,690.63
2016-03-06,514.35,502.91,590.01,776.68,746.9,690.19,617.43,595.18,496.14,738.68,742.64,703.85,297.85,566.35,275.55,546.53,543.15,353.49,638.74,743.58,425.96,766.595,766.37
2016-03-07,646.3,583.9,1047.22,843.52,831.09,751.53,1017.47,1050.51,601,875.53,790.82,706.76,528.67,774.52,415.22,1103.59,530.43,512.44,682.39,703.43,553.36,828.855,828.86
2016-03-08,717.12,740.38,1097.36,771.7,752.49,743.8,999.48,1098.94,736.26,823.18,782.63,842.81,705.81,929.160000000001,656.92,1119.32,684.410000000001,648.13,764.41,834.3,683.54,779.555,774.19
2016-03-09,869.54,934.36,476.04,819.45,811.45,857.57,582.74,470.85,983.29,758.94,825.26,859.93,1523.57,771.97,1194.38,467.18,924.92,1284.77,869.66,859.13,1056.49,799.52,800.09
2016-03-10,1634.14,1679.67,1789.2,1596.08,1574.66,1575.8,1739.79,1788.15,1623.55,1620.3,1608.8,1665.39,1578.32,1739.97,1351.06,1818.77,1657.37,1636.3,1613.19,1657.54,1654.75,1599.225,1594.66
2016-03-11,1388.39,1549.94,1720.89,1344.46,1323.19,1305.23,1634.71,1710.77,1288.83,1419.75,1365.12,1466.97,1036.13,1615.42,986.08,1746.51,1405.86,1216.81,1355.49,1443.22,1294.55,1361.52,1354.24
2016-03-12,1538.83,1625.76,1874.07,1662.88,1654.09,1636.31,1836.47,1871.23,1591.69,1689.43,1639.21,1620.14,1534.49,1699.52,1849.54,1906.5,1547.41,1645.14,1596.57,1608.31,1597.3,1638.905,1637.03
2016-03-13,1828.27,1923.62,1972.5,1811.36,1800.21,1806.5,1944.23,1972.05,1806.65,1827.35,1821.86,1877.8,1662.41,1935.11,1844.06,1993.52,1894.62,1817.34,1828.95,1876.44,1824.03,1807.09,1802.69
2016-03-14,1639.03,1794.69,2024.97,1774.29,1762.28,1719.14,1966.44,2026.5,1630.36,1801.27,1739.87,1703.82,1718.04,1824.39,1775.71,2044.93,1683.96,1734.02,1668.84,1695.75,1655.51,1748.83,1746.38
2016-03-15,1275.74,1563.29,1646.48,1328.84,1285.69,1225.22,1580.67,1620.42,1058.24,1412.5,1346.62,1464.33,805.84,1599.33,1069.24,1690.57,1349.15,911.88,1279.23,1441.71,1044.23,1367.525,1355.53
2016-03-16,1309.29,1387.27,1590.43,1305.04,1298.44,1285.43,1522.87,1603.12,1265.58,1340.26,1307.76,1342.05,1172.88,1432.99,980.35,1607.33,1311.76,1288.93,1300.27,1325.05,1279.88,1303.61,1300.1
2016-03-17,1878.83,1976.85,1986.1,1730.79,1725.18,1761.84,1927.18,1986.22,1838.11,1758.21,1769.73,1878.49,1923.03,1945.65,2108.15,2010.84,1949.6,1931.43,1830.18,1841.64,1884.63,1733.09,1729.33
2016-03-18,467.11,649.08,456.33,319.6,312.99,314.04,411.25,455.13,334.05,347.51,340.46,414.85,956.67,522.33,1614.77,460.38,586.33,585.48,353.29,398.45,438.63,340.215,335.1
2016-03-19,344.91,296.23,741.88,513.52,503.86,434.65,694.14,712.88,316.19,574.27,477.03,426.84,276.34,534.24,315.97,780.64,288.74,287.64,389.01,398.72,292.74,503.695,503.34
2016-03-20,567.34,464.13,677.59,607.04,617.98,638.76,642.3,694.54,642.02,592.61,605.24,587.35,497.73,552.71,356.32,671.64,511.17,576.68,620.9,584.25,595.49,589.485,592.42
2016-03-21,644.4,644.17,754.72,612.42,614.79,620.7,686.15,756.92,609.94,617.88,620.78,632.23,560.71,635.13,601.88,760.39,612.6,555.84,629.5,620.38,585.97,613.365,612.37
2016-03-22,1059.21,1271.01,1737.69,1295.92,1253.62,1109.4,1602.54,1761.18,874.9,1377.53,1234.23,1190.67,859.51,1342.08,1113.19,1723.94,1086.5,817.62,1051.18,1157.75,863.17,1298.575,1291.49
2016-03-23,627.57,573.13,952.31,664.7,668.15,653.12,834.92,987.69,631.25,669.07,639.62,586.76,720.36,630.56,814.46,940.44,566.64,650.59,617.94,572.53,622.32,648.38,650.7
2016-03-24,504.24,433.1,578.07,358.03,360.55,384.35,487.96,587.83,466.47,380.24,379.59,414.54,387.19,442.61,338.02,573.85,448.72,438.12,425.98,401.64,471.43,367.15,365.06
2016-03-25,557.49,749.61,1310.45,792.16,759.17,639.81,1160.28,1336.23,465.28,880.09,741.17,715.6,405.3,881.72,334.57,1292.47,538.95,416.64,598.25,676.89,438.82,798.675,793.24
2016-03-26,1558.58,1469.77,1177.43,1598.72,1580.08,1621.04,1290.98,1173.29,1698.15,1516.85,1604.44,1648.09,1896.19,1451.9,1491.45,1172.07,1620.27,1898.19,1630.09,1684.62,1747.19,1585.05,1584.52
2016-03-27,1350.1,1432.73,1294.95,1248.69,1230.28,1239.92,1299.65,1282.46,1280.59,1263.59,1265.9,1353.09,1295.6,1358.21,1185.36,1314.89,1395.51,1381.57,1296.08,1352.76,1341.28,1260.215,1255.47
2016-03-28,1144.01,1105.38,1502.63,1312.21,1282.59,1209.63,1443.45,1528.45,1091.78,1325.15,1262.05,1214.64,902.21,1209.33,658.67,1518.94,1075.77,1031.61,1167.67,1206.14,1075.77,1301.965,1302.18
2016-03-29,1259.79,1272.86,1498.61,1360.6,1339.11,1292.79,1457.46,1522.05,1167.32,1361.56,1332.71,1326.62,1314.2,1312.01,1198.57,1518.36,1278.97,1212.29,1264.94,1337.04,1176.55,1351.785,1351.14
2016-03-30,1162.37,1062.67,1332.25,1236.84,1225.87,1202.04,1300.57,1366.43,1161.39,1235.72,1214.71,1184.74,1130.79,1146.06,780.45,1313.01,1098.59,1163.36,1181.65,1179.65,1152.25,1226.14,1224.99
2016-03-31,451.86,545.12,756.5,562.33,566.96,559.1,653.31,797.08,487.38,558.09,551.17,531.5,311.18,541.92,222.58,713.33,416.3,373.7,528.1,528.12,421.81,551.71,552.11
2016-04-01,1463.54,1278.8,1860.95,1629.74,1628.34,1610.39,1788.88,1890.43,1533.09,1629.47,1595.03,1528.96,1271.86,1535.3,763.76,1865.92,1360.6,1401.52,1556.39,1529.79,1441.34,1600.045,1602.87
2016-04-02,999.17,930.63,1151.95,888.8,903.51,948.27,1030.39,1199.15,1041.94,874.83,897.81,890.65,1266.73,875.87,1257.8,1150.78,925.39,1121.81,957.11,881.19,1059.48,873.265,875.03
2016-04-03,1525.26,1674.18,1942.63,1850.34,1812.51,1722.73,1921.94,1951.41,1469.93,1873.28,1813.61,1831.69,1234.32,1890.83,1100.51,1984.87,1614.1,1363.77,1677.21,1842.61,1406.84,1856.35,1850.8
2016-04-04,1319.91,1292.51,1161.61,1079.3,1103.1,1191.13,1131.94,1155.46,1314.52,1073.48,1132.46,1207.2,1196.76,1226.69,1183.47,1199.27,1308.03,1261.34,1255.93,1212.07,1297.08,1079.38,1078.7
2016-04-05,821.28,915.7,1241.99,803.75,790.07,766.65,1092.59,1263.6,719.97,859.85,807.07,852.53,589.13,995.17,648.45,1247.13,793.42,647.48,785.12,826,704.78,811.665,807.38
2016-04-06,1058.96,1004.26,815.56,763.26,753.87,795.22,776.92,816.54,986.14,768.9,802.51,891.57,1447.77,865.46,1270.51,817.82,1065.6,1334.88,881.87,881.18,1147.65,784.275,779.81
2016-04-07,1520.96,1514.43,1454.1,1086.61,1085.21,1143.26,1322.95,1465.73,1371.98,1136.63,1153.69,1308.1,1494.03,1429.8,1496.27,1474.31,1513.04,1484.54,1282.07,1272.07,1470.64,1126.125,1118.37
2016-04-08,1239.32,1252.6,1283.81,1202.33,1212.64,1251.33,1171.15,1324.07,1214.21,1146.27,1214.72,1243.3,1088.87,1178.67,1108.87,1252.27,1271.81,1130.31,1255.89,1282.57,1191.78,1186.085,1187.12
2016-04-09,1932.37,1900.09,1591.28,1662.4,1677.59,1762.77,1605.77,1595.98,1910.36,1634.59,1710.38,1798.83,1827.1,1764.35,1866.61,1639.57,1962.38,1910.95,1836.95,1799.85,1933.64,1665.33,1661.78
2016-04-10,1922.82,2032.19,2315.5,2160.71,2112.02,2027.73,2270,2332.11,1795.78,2194.49,2121.03,2126.96,1679.18,2195.02,1874.22,2346.31,1971.72,1724.03,1994.78,2104.99,1767.93,2157.75,2151.8
2016-04-11,1689.63,1706.62,1629.28,1788.73,1785.89,1813.41,1680.28,1647.62,1838.91,1751.01,1782.92,1779.39,2045.42,1722.81,1632.91,1648.11,1753.72,1963.01,1795.4,1774.77,1841.54,1769.64,1768.2
2016-04-12,1545.34,1505.82,1748.91,1540.54,1524.17,1518.55,1670.42,1763.16,1584.39,1575.08,1534.79,1557.97,1600.39,1597.3,1474.01,1736.69,1501.96,1587.65,1537.66,1530.12,1579.28,1536.825,1533.35
2016-04-13,722.55,768.76,871.98,1146.52,1120.76,1043.05,937.67,898.6,792.13,1091.08,1062.24,943.58,686.87,828.62,631.84,860.44,702.61,692.39,907.27,949.45,719.63,1101.47,1105.05
2016-04-14,1729.42,1668.48,1941.42,1801.5,1801.45,1783.28,1863.66,1975.52,1742.36,1789.83,1767.01,1710.41,1783.85,1731.79,1824.52,1958.97,1709.93,1751.94,1732.35,1705.39,1716.92,1776.27,1776.56
2016-04-15,1611.44,1502.12,1149.65,1287.62,1286.07,1379.49,1190.39,1116,1556.06,1278.38,1356.12,1478.02,1541.97,1453.27,1459.49,1204.3,1579.27,1612.43,1492.09,1464.88,1617.97,1307.75,1300.19
2016-04-16,1171.31,1224.67,1192.95,1078.94,1081.47,1117.17,1135.43,1227.82,1157.82,1074.09,1106.9,1168.5,1081.76,1147.34,1006.82,1169.53,1165.19,1068.3,1152.52,1161.86,1125.87,1087.53,1085.12
